品种代码,合约类型,年化夏普比率,年化收益率,波动率,最大回撤率,卡玛比率,持有天数,分位数计算回望窗口,分位数参数组合,均线参数组合,均线,分位数
RU,虚值一档,0.0992799151501901,0.0101522580235243,0.1022589313071641,0.1726514028693082,0.0588020592639454,inf,20,"(0.5, 0.5)","(2, 10)",True,False
RU,平值期权,-0.0394728978815239,-0.0045873376198151,0.1162148680743901,0.2150017193955063,-0.0213362834153737,inf,20,"(0.5, 0.5)","(2, 10)",True,False
SC,虚值一档,0.8909001524669925,0.1772964374863068,0.1990082019801603,0.1529665470965394,1.159053667952722,inf,20,"(0.5, 0.5)","(2, 10)",True,False
SC,平值期权,0.8984690038544662,0.2016009574666763,0.2243827629020039,0.1475670725180786,1.3661649175968973,inf,20,"(0.5, 0.5)","(2, 10)",True,False
V,虚值一档,0.1032455156704581,0.0149113862027404,0.1444264780500006,0.1781085278409153,0.0837207874519018,inf,20,"(0.5, 0.5)","(2, 10)",True,False
V,平值期权,0.0343106512111116,0.006047753428377,0.1762646063219703,0.2136216684719467,0.0283105804370741,inf,20,"(0.5, 0.5)","(2, 10)",True,False
Y,虚值一档,0.3868320218638172,0.0392231057108794,0.1013957053552506,0.0491441219469577,0.7981240514015855,inf,20,"(0.5, 0.5)","(2, 10)",True,False
Y,平值期权,0.5010562899885804,0.054720925259876,0.1092111332663305,0.0545164604782822,1.0037505146115493,inf,20,"(0.5, 0.5)","(2, 10)",True,False
ZN,虚值一档,0.1246232983328902,0.016240485333965,0.1303166065351919,0.161334599172326,0.1006633754773095,inf,20,"(0.5, 0.5)","(2, 10)",True,False
ZN,平值期权,0.1660583726008893,0.0255757798955719,0.1540168044223926,0.191604498757438,0.1334821471386728,inf,20,"(0.5, 0.5)","(2, 10)",True,False
A,虚值一档,1.1497376403232558,0.0564610511620274,0.0491077696179043,0.0192243469726433,2.936955478507166,inf,20,"(0.5, 0.5)","(2, 5)",True,False
A,平值期权,0.976052765446138,0.0660667814848368,0.067687715074132,0.0219327898072487,3.012237935321925,inf,20,"(0.5, 0.5)","(2, 5)",True,False
AG,虚值一档,2.817832803116304,0.2426742490882301,0.0861208829778159,0.0133301348407419,18.204935808040386,inf,20,"(0.5, 0.5)","(2, 5)",True,False
AG,平值期权,2.880265159688129,0.2736579146387424,0.095011361616572,0.014454494145133,18.93237576431454,inf,20,"(0.5, 0.5)","(2, 5)",True,False
AL,虚值一档,-0.0673431800762948,-0.0080541262162594,0.1195982459862265,0.1811417855526093,-0.0444631049191037,inf,20,"(0.5, 0.5)","(2, 5)",True,False
AL,平值期权,-0.0379938678181237,-0.0050430996713562,0.1327345690493407,0.1793364324884095,-0.0281208876600252,inf,20,"(0.5, 0.5)","(2, 5)",True,False
AU,虚值一档,2.0641780624386445,0.1043117337282079,0.0505342710623388,0.0337519232308612,3.090541923040101,inf,20,"(0.5, 0.5)","(2, 5)",True,False
AU,平值期权,1.6326399319935123,0.0937212139289049,0.0574047051602296,0.0513557931966072,1.8249394682720337,inf,20,"(0.5, 0.5)","(2, 5)",True,False
B,虚值一档,0.8370983478946781,0.0773907355389386,0.0924511865703452,0.034610296525402,2.2360610369847063,inf,20,"(0.5, 0.5)","(2, 5)",True,False
B,平值期权,0.5106215003468173,0.053763141059935,0.1052896147604806,0.0439772617327012,1.2225213426591564,inf,20,"(0.5, 0.5)","(2, 5)",True,False
C,虚值一档,0.1724668541708718,0.0102604670216011,0.0594923996899457,0.0574270295811115,0.178669645573587,inf,20,"(0.5, 0.5)","(2, 5)",True,False
C,平值期权,0.2617854218682968,0.0170799782568187,0.06524419173124,0.0598889919531268,0.2851939513389482,inf,20,"(0.5, 0.5)","(2, 5)",True,False
CU,虚值一档,1.1577093113689636,0.0973769035984248,0.0841117045895389,0.0577482187301664,1.6862321598771182,inf,20,"(0.5, 0.5)","(2, 5)",True,False
CU,平值期权,1.0852740154519511,0.1133312427438719,0.1044263855305484,0.0808690587320924,1.4014166174398288,inf,20,"(0.5, 0.5)","(2, 5)",True,False
I,虚值一档,-0.2309691046142398,-0.0503488423632948,0.2179895118327039,0.3206439860757289,-0.1570241281600197,inf,20,"(0.5, 0.5)","(2, 5)",True,False
I,平值期权,-0.3018076527877859,-0.0718494605550735,0.2380637465332731,0.3569225741309163,-0.2013026515064854,inf,20,"(0.5, 0.5)","(2, 5)",True,False
L,虚值一档,0.6654684966874946,0.0636916229203572,0.0957094486627019,0.1248153604448119,0.510286736290915,inf,20,"(0.5, 0.5)","(2, 5)",True,False
L,平值期权,0.7259466744966537,0.0800732166829657,0.110301788679569,0.1448236042345099,0.5529016979394109,inf,20,"(0.5, 0.5)","(2, 5)",True,False
