,quote_date,underlying_price,option_type,underlying_symbol,strike,underlying_main_sign,underlying_sub_sign,option_symbol,Product,bid,level_type
0,2021-01-04,20895.0,CALL,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103C20600.option,ZN,713.0,ITM_0
1,2021-01-04,20895.0,CALL,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103C21000.option,ZN,566.0,OTM_0
2,2021-01-04,20895.0,CALL,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103C20800.option,ZN,654.0,ATM_0
3,2021-01-04,20895.0,CALL,XSGE.ZN2103,20400.0,0,1,SHFE.zn2103C20400.option,ZN,915.0,ITM_1
4,2021-01-04,20895.0,CALL,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103C21200.option,ZN,503.0,OTM_1
5,2021-01-04,20895.0,CALL,XSGE.ZN2103,20200.0,0,1,SHFE.zn2103C20200.option,ZN,1016.0,ITM_2
6,2021-01-04,20895.0,CALL,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103C21400.option,ZN,395.0,OTM_2
7,2021-01-04,20895.0,PUT,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103P21000.option,ZN,760.0,ITM_0
8,2021-01-04,20895.0,PUT,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103P20600.option,ZN,485.0,OTM_0
9,2021-01-04,20895.0,PUT,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103P20800.option,ZN,578.0,ATM_0
10,2021-01-04,20895.0,PUT,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103P21200.option,ZN,875.0,ITM_1
11,2021-01-04,20895.0,PUT,XSGE.ZN2103,20400.0,0,1,SHFE.zn2103P20400.option,ZN,401.0,OTM_1
12,2021-01-04,20895.0,PUT,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103P21400.option,ZN,968.0,ITM_2
13,2021-01-04,20895.0,PUT,XSGE.ZN2103,20200.0,0,1,SHFE.zn2103P20200.option,ZN,330.0,OTM_2
14,2021-01-05,21135.0,CALL,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103C21000.option,ZN,672.0,ITM_0
15,2021-01-05,21135.0,CALL,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103C21400.option,ZN,497.0,OTM_0
16,2021-01-05,21135.0,CALL,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103C21200.option,ZN,576.0,ATM_0
17,2021-01-05,21135.0,CALL,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103C20800.option,ZN,790.0,ITM_1
18,2021-01-05,21135.0,CALL,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103C21600.option,ZN,398.0,OTM_1
19,2021-01-05,21135.0,CALL,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103C20600.option,ZN,838.0,ITM_2
20,2021-01-05,21135.0,CALL,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103C21800.option,ZN,356.0,OTM_2
21,2021-01-05,21135.0,PUT,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103P21400.option,ZN,869.0,ITM_0
22,2021-01-05,21135.0,PUT,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103P21000.option,ZN,536.0,OTM_0
23,2021-01-05,21135.0,PUT,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103P21200.option,ZN,642.0,ATM_0
24,2021-01-05,21135.0,PUT,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103P21600.option,ZN,994.0,ITM_1
25,2021-01-05,21135.0,PUT,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103P20800.option,ZN,538.0,OTM_1
26,2021-01-05,21135.0,PUT,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103P21800.option,ZN,1151.0,ITM_2
27,2021-01-05,21135.0,PUT,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103P20600.option,ZN,392.0,OTM_2
28,2021-01-06,21370.0,CALL,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103C21200.option,ZN,695.0,ITM_0
29,2021-01-06,21370.0,CALL,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103C21600.option,ZN,510.0,OTM_0
30,2021-01-06,21370.0,CALL,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103C21400.option,ZN,611.0,ATM_0
31,2021-01-06,21370.0,CALL,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103C21000.option,ZN,745.0,ITM_1
32,2021-01-06,21370.0,CALL,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103C21800.option,ZN,449.0,OTM_1
33,2021-01-06,21370.0,CALL,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103C20800.option,ZN,798.0,ITM_2
34,2021-01-06,21370.0,CALL,XSGE.ZN2103,22000.0,0,1,SHFE.zn2103C22000.option,ZN,379.0,OTM_2
35,2021-01-06,21370.0,PUT,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103P21600.option,ZN,742.0,ITM_0
36,2021-01-06,21370.0,PUT,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103P21200.option,ZN,596.0,OTM_0
37,2021-01-06,21370.0,PUT,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103P21400.option,ZN,669.0,ATM_0
38,2021-01-06,21370.0,PUT,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103P21800.option,ZN,989.0,ITM_1
39,2021-01-06,21370.0,PUT,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103P21000.option,ZN,445.0,OTM_1
40,2021-01-06,21370.0,PUT,XSGE.ZN2103,22000.0,0,1,SHFE.zn2103P22000.option,ZN,996.0,ITM_2
41,2021-01-06,21370.0,PUT,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103P20800.option,ZN,358.0,OTM_2
42,2021-01-07,21620.0,CALL,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103C21400.option,ZN,726.0,ITM_0
43,2021-01-07,21620.0,CALL,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103C21800.option,ZN,543.0,OTM_0
44,2021-01-07,21620.0,CALL,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103C21600.option,ZN,637.0,ATM_0
45,2021-01-07,21620.0,CALL,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103C21200.option,ZN,840.0,ITM_1
46,2021-01-07,21620.0,CALL,XSGE.ZN2103,22000.0,0,1,SHFE.zn2103C22000.option,ZN,466.0,OTM_1
47,2021-01-07,21620.0,CALL,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103C21000.option,ZN,993.0,ITM_2
48,2021-01-07,21620.0,CALL,XSGE.ZN2103,22200.0,0,1,SHFE.zn2103C22200.option,ZN,385.0,OTM_2
49,2021-01-07,21620.0,PUT,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103P21800.option,ZN,751.0,ITM_0
50,2021-01-07,21620.0,PUT,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103P21400.option,ZN,576.0,OTM_0
51,2021-01-07,21620.0,PUT,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103P21600.option,ZN,652.0,ATM_0
52,2021-01-07,21620.0,PUT,XSGE.ZN2103,22000.0,0,1,SHFE.zn2103P22000.option,ZN,918.0,ITM_1
53,2021-01-07,21620.0,PUT,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103P21200.option,ZN,439.0,OTM_1
54,2021-01-07,21620.0,PUT,XSGE.ZN2103,22200.0,0,1,SHFE.zn2103P22200.option,ZN,1063.0,ITM_2
55,2021-01-07,21620.0,PUT,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103P21000.option,ZN,364.0,OTM_2
56,2021-01-08,21600.0,CALL,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103C21400.option,ZN,748.0,ITM_0
57,2021-01-08,21600.0,CALL,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103C21800.option,ZN,530.0,OTM_0
58,2021-01-08,21600.0,CALL,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103C21600.option,ZN,630.0,ATM_0
59,2021-01-08,21600.0,CALL,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103C21200.option,ZN,861.0,ITM_1
60,2021-01-08,21600.0,CALL,XSGE.ZN2103,22000.0,0,1,SHFE.zn2103C22000.option,ZN,471.0,OTM_1
61,2021-01-08,21600.0,CALL,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103C21000.option,ZN,962.0,ITM_2
62,2021-01-08,21600.0,CALL,XSGE.ZN2103,22200.0,0,1,SHFE.zn2103C22200.option,ZN,395.0,OTM_2
63,2021-01-08,21600.0,PUT,XSGE.ZN2103,21800.0,0,1,SHFE.zn2103P21800.option,ZN,671.0,ITM_0
64,2021-01-08,21600.0,PUT,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103P21400.option,ZN,540.0,OTM_0
65,2021-01-08,21600.0,PUT,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103P21600.option,ZN,671.0,ATM_0
66,2021-01-08,21600.0,PUT,XSGE.ZN2103,22000.0,0,1,SHFE.zn2103P22000.option,ZN,886.0,ITM_1
67,2021-01-08,21600.0,PUT,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103P21200.option,ZN,435.0,OTM_1
68,2021-01-08,21600.0,PUT,XSGE.ZN2103,22200.0,0,1,SHFE.zn2103P22200.option,ZN,1018.0,ITM_2
69,2021-01-08,21600.0,PUT,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103P21000.option,ZN,364.0,OTM_2
70,2021-01-11,20980.0,CALL,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103C20800.option,ZN,716.0,ITM_0
71,2021-01-11,20980.0,CALL,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103C21200.option,ZN,523.0,OTM_0
72,2021-01-11,20980.0,CALL,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103C21000.option,ZN,617.0,ATM_0
73,2021-01-11,20980.0,CALL,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103C20600.option,ZN,808.0,ITM_1
74,2021-01-11,20980.0,CALL,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103C21400.option,ZN,449.0,OTM_1
75,2021-01-11,20980.0,CALL,XSGE.ZN2103,20400.0,0,1,SHFE.zn2103C20400.option,ZN,959.0,ITM_2
76,2021-01-11,20980.0,CALL,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103C21600.option,ZN,377.0,OTM_2
77,2021-01-11,20980.0,PUT,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103P21200.option,ZN,732.0,ITM_0
78,2021-01-11,20980.0,PUT,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103P20800.option,ZN,509.0,OTM_0
79,2021-01-11,20980.0,PUT,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103P21000.option,ZN,595.0,ATM_0
80,2021-01-11,20980.0,PUT,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103P21400.option,ZN,854.0,ITM_1
81,2021-01-11,20980.0,PUT,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103P20600.option,ZN,416.0,OTM_1
82,2021-01-11,20980.0,PUT,XSGE.ZN2103,21600.0,0,1,SHFE.zn2103P21600.option,ZN,981.0,ITM_2
83,2021-01-11,20980.0,PUT,XSGE.ZN2103,20400.0,0,1,SHFE.zn2103P20400.option,ZN,338.0,OTM_2
84,2021-01-12,20860.0,CALL,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103C20600.option,ZN,695.0,ITM_0
85,2021-01-12,20860.0,CALL,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103C21000.option,ZN,486.0,OTM_0
86,2021-01-12,20860.0,CALL,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103C20800.option,ZN,607.0,ATM_0
87,2021-01-12,20860.0,CALL,XSGE.ZN2103,20400.0,0,1,SHFE.zn2103C20400.option,ZN,714.0,ITM_1
88,2021-01-12,20860.0,CALL,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103C21200.option,ZN,431.0,OTM_1
89,2021-01-12,20860.0,CALL,XSGE.ZN2103,20200.0,0,1,SHFE.zn2103C20200.option,ZN,880.0,ITM_2
90,2021-01-12,20860.0,CALL,XSGE.ZN2103,21400.0,0,1,SHFE.zn2103C21400.option,ZN,351.0,OTM_2
91,2021-01-12,20860.0,PUT,XSGE.ZN2103,21000.0,0,1,SHFE.zn2103P21000.option,ZN,787.0,ITM_0
92,2021-01-12,20860.0,PUT,XSGE.ZN2103,20600.0,0,1,SHFE.zn2103P20600.option,ZN,513.0,OTM_0
93,2021-01-12,20860.0,PUT,XSGE.ZN2103,20800.0,0,1,SHFE.zn2103P20800.option,ZN,553.0,ATM_0
94,2021-01-12,20860.0,PUT,XSGE.ZN2103,21200.0,0,1,SHFE.zn2103P21200.option,ZN,864.0,ITM_1
