品种代码,合约类型,持仓周期,VIX平滑窗口,VIX分位数参数组合,VIX状态检视周期,标的均线参数组合,年化夏普比率,年化收益率,波动率,最大回撤率,卡玛比率,strategy
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.230505286,-0.019306078,0.083755467,0.113292915,-0.170408521,pure_sell
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.308009848,-0.02728154,0.088573597,0.136851387,-0.199351579,pure_sell
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.06269173,-0.005412766,0.086339393,0.086685684,-0.062441289,pure_sell
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.037041611,-0.003365075,0.090845808,0.094171144,-0.035733612,pure_sell
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.373991209,0.033473149,0.089502502,0.069005038,0.485082681,pure_sell
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.50708919,0.04932115,0.097263264,0.064592472,0.763574272,pure_sell
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.357494572,0.030713801,0.085914033,0.119280969,0.257491205,pure_sell
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.347695141,0.030698679,0.088291942,0.134952713,0.227477304,pure_sell
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.705752555,0.056759227,0.080423694,0.034921705,1.625328072,pure_sell
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.590385636,0.048813219,0.082680228,0.044231908,1.103574809,pure_sell
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.802041009,0.133465476,0.166407296,0.138025543,0.966962147,pure_sell
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.775169877,0.131591954,0.169758859,0.125709898,1.046790716,pure_sell
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.69232357,0.116448829,0.168200007,0.09090792,1.280953625,pure_sell
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.592606464,0.108494024,0.18307938,0.104996618,1.033309704,pure_sell
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.649585581,-0.094433627,0.145375189,0.201130492,-0.469514224,pure_sell
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.59140918,-0.093726827,0.158480507,0.235342432,-0.398257237,pure_sell
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",1.143995207,0.175659291,0.153548975,0.085898101,2.044972926,pure_sell
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",1.023775192,0.168757386,0.164838323,0.106883245,1.578894674,pure_sell
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.309860515,0.051208893,0.165264338,0.218396846,0.234476338,pure_sell
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.410664224,0.069506069,0.169252799,0.208054776,0.334075818,pure_sell
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.019676055,-0.002359977,0.119941591,0.165917243,-0.014223822,pure_sell
P,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.013801757,-0.001862778,0.134966734,0.187961748,-0.00991041,pure_sell
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.525114058,-0.08798176,0.167547904,0.217472598,-0.404564808,pure_sell
P,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.73605552,-0.096726706,0.131412242,0.186579162,-0.518421807,pure_sell
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.400102746,-0.04789095,0.11969663,0.171801873,-0.278756857,pure_sell
P,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.29219758,-0.038910001,0.133163323,0.168905872,-0.230364997,pure_sell
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.039828954,0.005012573,0.1258525,0.102291292,0.049002934,pure_sell
P,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.008978351,-0.001586966,0.176754787,0.143993388,-0.011021107,pure_sell
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.173396572,-0.020165299,0.116295832,0.1277777,-0.157815476,pure_sell
P,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.030177328,-0.003848646,0.127534363,0.116502701,-0.033034825,pure_sell
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-1.042275477,-0.085592764,0.082121057,0.276509565,-0.309547208,pure_sell
M,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.933607146,-0.097007018,0.103905607,0.304813819,-0.318250064,pure_sell
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.563836388,-0.045873105,0.081358894,0.203040898,-0.225930369,pure_sell
M,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.562336696,-0.052422948,0.093223417,0.230951462,-0.226986866,pure_sell
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.292247988,-0.020938358,0.071645859,0.111371217,-0.188005112,pure_sell
M,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.335741854,-0.028261399,0.084175977,0.117639703,-0.240236909,pure_sell
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.226594756,0.019560095,0.086321924,0.112585687,0.173735186,pure_sell
M,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.087352524,0.008207005,0.0939527,0.122413314,0.067043406,pure_sell
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-1.006788591,-0.07287917,0.072387759,0.208574124,-0.349416161,pure_sell
M,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.929248122,-0.078868838,0.08487382,0.228345868,-0.345392009,pure_sell
L,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.024674073,-0.002083117,0.084425347,0.112560812,-0.018506594,pure_sell
L,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.04464808,-0.004108116,0.092011024,0.136319849,-0.030135858,pure_sell
L,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.107217026,0.009457235,0.088206468,0.101147883,0.093499091,pure_sell
L,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.162902093,0.015750669,0.096687945,0.112065435,0.140548854,pure_sell
L,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.939802644,0.078088195,0.083089993,0.062183044,1.255779549,pure_sell
L,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",1.020218523,0.094863945,0.092983947,0.065965657,1.438080799,pure_sell
L,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.611557591,0.054308053,0.088802844,0.096450716,0.563065321,pure_sell
L,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.833621308,0.084747658,0.101662058,0.079349634,1.068028332,pure_sell
L,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.130245919,-0.009737655,0.07476361,0.143387104,-0.067911652,pure_sell
L,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.10481657,-0.008288488,0.079076127,0.155481773,-0.053308425,pure_sell
I,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.136382286,-0.027787074,0.203744007,0.290327555,-0.095709391,pure_sell
I,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.122347433,-0.027486081,0.224655964,0.307866451,-0.089279233,pure_sell
I,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.12961223,-0.026351627,0.203311271,0.251380985,-0.104827448,pure_sell
I,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.111555715,-0.024230166,0.217202369,0.2539509,-0.095412797,pure_sell
I,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",1.267495145,0.242985954,0.191705629,0.144010672,1.687277412,pure_sell
I,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",1.160339352,0.213104812,0.183657317,0.147408761,1.445672641,pure_sell
I,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.994535854,0.171548825,0.172491343,0.135140579,1.269410167,pure_sell
I,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.937553608,0.175451619,0.187137692,0.139518523,1.257550718,pure_sell
I,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.401133818,0.072425797,0.180552709,0.184554644,0.392435519,pure_sell
I,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.37673163,0.073529528,0.195177474,0.189686594,0.387636925,pure_sell
CU,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.045238267,0.00375578,0.083022196,0.101007083,0.037183336,pure_sell
CU,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.035798969,0.003389898,0.094692616,0.127760257,0.026533275,pure_sell
CU,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.320878202,0.026634181,0.08300402,0.089239674,0.29845672,pure_sell
CU,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.411934607,0.038743145,0.094051687,0.095480273,0.405771195,pure_sell
CU,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.936955841,0.057794868,0.061683663,0.049602006,1.165172005,pure_sell
CU,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.726451406,0.056890489,0.078312862,0.068110624,0.835266005,pure_sell
CU,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.57622425,-0.041669126,0.072314079,0.158663495,-0.26262579,pure_sell
CU,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.558529676,-0.049138256,0.087977879,0.197670745,-0.248586387,pure_sell
CU,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.515359149,-0.039843033,0.077311197,0.152167177,-0.261837232,pure_sell
CU,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.505780579,-0.045549642,0.090058108,0.171326213,-0.265864992,pure_sell
C,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.158860311,-0.007645535,0.048127407,0.082792743,-0.09234547,pure_sell
C,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.16330973,-0.00900557,0.055144109,0.097469547,-0.092393675,pure_sell
C,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.317727005,-0.013608854,0.042831909,0.071962494,-0.189110376,pure_sell
C,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.310920298,-0.015090148,0.048533814,0.086087481,-0.175288529,pure_sell
C,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.364007455,-0.016001796,0.043960078,0.077867593,-0.205500074,pure_sell
C,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.333860029,-0.016999563,0.050918235,0.091265247,-0.186265462,pure_sell
C,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.013446293,0.000611981,0.045512979,0.055405465,0.011045496,pure_sell
C,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.013548689,-0.000712782,0.052608921,0.06517732,-0.010936042,pure_sell
C,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.0492566,-0.00198174,0.04023298,0.06742166,-0.029393221,pure_sell
C,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.012686239,-0.000565594,0.044583296,0.074111998,-0.007631617,pure_sell
B,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.500457653,-0.046343895,0.092603031,0.048285129,-0.959796446,pure_sell
B,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.33358979,-0.033052847,0.09908231,0.052712874,-0.627035576,pure_sell
B,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-1.859005897,-0.165209296,0.0888697,0.061623566,-2.680943472,pure_sell
B,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-1.97276024,-0.190615052,0.096623527,0.070166518,-2.716609813,pure_sell
B,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",1.152235207,0.120718423,0.104768907,0.024780494,4.871509944,pure_sell
B,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",1.724680675,0.200927188,0.116501096,0.026957555,7.453464738,pure_sell
B,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.777179577,-0.070188084,0.090311283,0.045538153,-1.541302821,pure_sell
B,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.27267363,-0.026644738,0.097716593,0.045792525,-0.581857799,pure_sell
B,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.242129936,-0.022057121,0.091096215,0.051603536,-0.427434294,pure_sell
B,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.023483129,0.002350317,0.100085336,0.052992726,0.044351688,pure_sell
AU,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",1.68294875,0.079283728,0.047110007,0.02350537,3.37300484,pure_sell
AU,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",1.494965118,0.082319755,0.055064666,0.031264326,2.633025076,pure_sell
AU,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",1.938869315,0.079992808,0.041257452,0.018163685,4.403996588,pure_sell
AU,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",1.710026512,0.081657848,0.047752387,0.025664147,3.181786883,pure_sell
AU,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.22414357,0.011444521,0.051058886,0.057219169,0.20001201,pure_sell
AU,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.159944746,0.008714985,0.054487473,0.067935155,0.128283878,pure_sell
AU,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",1.173989802,0.054124505,0.046103046,0.030280971,1.787409833,pure_sell
AU,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.939831032,0.049625353,0.05280242,0.036426673,1.362335606,pure_sell
AU,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",1.173226699,0.049162803,0.041903925,0.02758646,1.782135297,pure_sell
AU,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",1.0191578,0.050420115,0.049472334,0.034077007,1.479593426,pure_sell
AL,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.174723491,-0.019544198,0.111857874,0.133918376,-0.145941124,pure_sell
AL,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.092583317,0.010439585,0.112758819,0.128365249,0.081327194,pure_sell
AL,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.470662604,-0.05514615,0.117167052,0.204334546,-0.269881676,pure_sell
AL,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.496273641,-0.059741383,0.120379923,0.230517737,-0.259161761,pure_sell
AL,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.060308338,0.005583595,0.092584135,0.087607333,0.063734337,pure_sell
AL,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.021297606,0.002200223,0.103308458,0.091287223,0.0241022,pure_sell
AL,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.585424247,-0.063820863,0.109016433,0.221528484,-0.288093261,pure_sell
AL,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.606713161,-0.069717817,0.114910672,0.245268287,-0.284251249,pure_sell
AL,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.120712035,-0.013387415,0.110903727,0.154175064,-0.086832554,pure_sell
AL,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.050980197,0.005629744,0.110430026,0.152120961,0.037008341,pure_sell
AG,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.910791369,0.053300566,0.058521159,0.021840806,2.440412036,pure_sell
AG,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.754600638,0.049661945,0.065812222,0.025376457,1.957008611,pure_sell
AG,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-2.233056742,-0.172665603,0.077322533,0.040551489,-4.25793494,pure_sell
AG,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-2.368767084,-0.203124054,0.085750961,0.046350403,-4.382357883,pure_sell
AG,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",1.418277964,0.100305469,0.070723421,0.018366393,5.461359142,pure_sell
AG,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",1.471537271,0.120244035,0.081713211,0.020425641,5.886915974,pure_sell
A,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",2.196476027,0.082766925,0.037681688,0.014848577,5.574064341,pure_sell
A,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",1.596660554,0.095231837,0.059644385,0.020960717,4.543348179,pure_sell
A,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",1.673632488,0.060199581,0.035969415,0.023672206,2.543049081,pure_sell
A,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",1.359357182,0.078014286,0.057390572,0.037452558,2.083016211,pure_sell
A,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",1.639691171,0.086536588,0.05277615,0.015922461,5.434875001,pure_sell
A,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",1.247470171,0.077974807,0.06250635,0.029992464,2.599813341,pure_sell
A,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",1.13841453,0.05895748,0.051789114,0.022428451,2.628691524,pure_sell
A,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.958195456,0.063908302,0.066696519,0.033315354,1.918283718,pure_sell
A,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",2.870876827,0.108293583,0.037721431,0.012952909,8.360560986,pure_sell
A,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",3.041226564,0.171422505,0.05636624,0.018080849,9.480888179,pure_sell
ZN,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.574887834,-0.079863783,0.138920636,0.190790061,-0.418595094,pure_buy
ZN,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.760845051,-0.10871305,0.142884612,0.243841583,-0.445834746,pure_buy
ZN,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.787150439,-0.106366252,0.135128239,0.262883513,-0.40461363,pure_buy
ZN,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.82595602,-0.123676498,0.149737389,0.300396621,-0.411710683,pure_buy
ZN,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.419757383,-0.062983475,0.150047331,0.277719348,-0.226788214,pure_buy
ZN,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.396526454,-0.068424203,0.172558987,0.320622874,-0.213410236,pure_buy
ZN,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.126739754,-0.017687993,0.139561524,0.146306866,-0.120896536,pure_buy
ZN,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.058226458,-0.009385976,0.161197784,0.159454274,-0.05886312,pure_buy
ZN,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.57131936,-0.080306325,0.140562932,0.208901004,-0.384422876,pure_buy
ZN,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.623836787,-0.09357263,0.149995371,0.236920179,-0.394954244,pure_buy
Y,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-2.658064426,-0.230458418,0.086701592,0.136034818,-1.694113475,pure_buy
Y,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-2.486232684,-0.246299749,0.099065446,0.145398238,-1.69396654,pure_buy
Y,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-1.60060055,-0.143984417,0.089956496,0.09198691,-1.565270716,pure_buy
Y,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-1.255372591,-0.135104306,0.107620882,0.09000487,-1.501077728,pure_buy
Y,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-2.261701175,-0.247868799,0.109593965,0.145462946,-1.703999578,pure_buy
Y,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-1.74813027,-0.2128242,0.121743902,0.134770602,-1.579158935,pure_buy
Y,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",-3.399733403,-0.338413978,0.099541328,0.177891478,-1.902361947,pure_buy
Y,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-3.343318515,-0.367813735,0.110014566,0.193844805,-1.897465013,pure_buy
Y,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-3.545905098,-0.250280572,0.070582987,0.140033703,-1.787288102,pure_buy
Y,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-3.169430878,-0.253969197,0.080130852,0.1427333,-1.779326879,pure_buy
V,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.151634998,0.032900288,0.216970283,0.23073902,0.142586583,pure_buy
V,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.168739443,0.038153557,0.226109297,0.234033505,0.163026045,pure_buy
V,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.048055887,-0.009636466,0.200526225,0.22914186,-0.042054584,pure_buy
V,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.040172895,-0.00858818,0.21378047,0.240712817,-0.035678118,pure_buy
V,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.554073746,0.115621491,0.208675274,0.176122124,0.656484763,pure_buy
V,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.666060468,0.140064934,0.210288616,0.165460689,0.846514874,pure_buy
V,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.762140154,0.156064981,0.204772023,0.211288926,0.738633036,pure_buy
V,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.855310819,0.175285763,0.204938087,0.20677142,0.847727227,pure_buy
V,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.084101433,0.016964986,0.201720534,0.225518982,0.075226422,pure_buy
V,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.148548655,0.032062548,0.215838699,0.221460106,0.144777987,pure_buy
SC,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.14330195,0.037037122,0.258455118,0.220162843,0.168226036,pure_buy
SC,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.186652388,0.049620799,0.265846046,0.220352417,0.22518836,pure_buy
SC,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-1.21523689,-0.221002207,0.181859363,0.330325657,-0.66904342,pure_buy
SC,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-1.241301472,-0.249754977,0.201204125,0.369775171,-0.67542387,pure_buy
SC,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.104743278,-0.027416358,0.261748136,0.30784149,-0.089059982,pure_buy
SC,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.194258373,-0.052114067,0.268271921,0.328249601,-0.158763535,pure_buy
SC,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.423271601,-0.109460572,0.258605992,0.349159924,-0.313496953,pure_buy
SC,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.461320797,-0.12340759,0.267509271,0.369744275,-0.333764709,pure_buy
SC,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.368969775,-0.092604464,0.250981165,0.349777071,-0.264752815,pure_buy
SC,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.333422182,-0.085573682,0.256652637,0.357341255,-0.239473279,pure_buy
RU,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.528045395,-0.062031932,0.11747462,0.207746997,-0.29859364,pure_buy
RU,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.428217395,-0.058416892,0.136418773,0.213206841,-0.273991639,pure_buy
RU,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.815824744,-0.096089612,0.117782175,0.260542897,-0.368805342,pure_buy
RU,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.745878071,-0.099843314,0.133860101,0.276545984,-0.361036934,pure_buy
RU,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.882187615,-0.11007102,0.124770534,0.300914292,-0.365788608,pure_buy
RU,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.779967157,-0.107128592,0.137350132,0.305125125,-0.351097247,pure_buy
RU,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.569831868,-0.07170993,0.125844015,0.23303664,-0.307719549,pure_buy
RU,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",-0.512238263,-0.071764493,0.140099829,0.24418205,-0.293897496,pure_buy
RU,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.571208199,-0.072066618,0.126165237,0.222752662,-0.323527527,pure_buy
RU,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.47082466,-0.065714936,0.139574117,0.2184067,-0.300883334,pure_buy
RB,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-2.447524624,-0.114175747,0.046649479,0.025644203,-4.452302464,pure_buy
RB,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-2.41143485,-0.121555158,0.050407813,0.027130888,-4.480323595,pure_buy
RB,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-3.96471984,-0.1502024,0.037884745,0.031876884,-4.711953711,pure_buy
RB,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-3.98077126,-0.166336951,0.041785106,0.036300794,-4.582184886,pure_buy
RB,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.239622709,0.013054177,0.054478047,0.019603913,0.665896508,pure_buy
RB,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.477784976,0.030001662,0.06279323,0.0204532,1.466844394,pure_buy
RB,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.743498917,0.03930336,0.0528627,0.015586155,2.521684076,pure_buy
RB,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",1.085733496,0.06355637,0.058537726,0.016117606,3.943288412,pure_buy
RB,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-2.447524624,-0.114175747,0.046649479,0.025644203,-4.452302464,pure_buy
RB,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-2.41143485,-0.121555158,0.050407813,0.027130888,-4.480323595,pure_buy
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.652508948,-0.090089418,0.138066181,0.196160434,-0.459263965,pure_buy
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.755085597,-0.110676895,0.146575297,0.237991905,-0.465044789,pure_buy
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.622163921,-0.085503107,0.137428585,0.21065957,-0.405882853,pure_buy
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",-0.644624011,-0.090865038,0.140958196,0.230301129,-0.394548815,pure_buy
