品种代码,合约类型,持仓周期,VIX平滑窗口,VIX分位数参数组合,VIX状态检视周期,标的均线参数组合,年化夏普比率,年化收益率,波动率,最大回撤率,卡玛比率,strategy
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.125376421,-0.018452961,0.147180472,0.203196426,-0.090813412,pure_buy
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.110733327,-0.017054849,0.154017312,0.206166309,-0.082723746,pure_buy
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.158052174,0.0243941,0.154342069,0.227969475,0.107005991,pure_buy
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.180767213,0.029077097,0.160853819,0.238689373,0.12181982,pure_buy
PP,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.196165226,-0.028038226,0.142931685,0.177164557,-0.158260923,pure_buy
PP,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",-0.110423651,-0.017007186,0.154017599,0.178331879,-0.095368174,pure_buy
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.650005903,0.124900189,0.192152392,0.172969082,0.72209546,pure_buy
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.706873569,0.137401579,0.194379285,0.168393811,0.815953853,pure_buy
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.510817298,0.09540366,0.186766699,0.178044864,0.535840565,pure_buy
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.389643064,0.073845744,0.189521517,0.197165411,0.374537014,pure_buy
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.057196168,0.011582265,0.202500707,0.20898226,0.055422238,pure_buy
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.157274779,-0.033058119,0.210193393,0.257213463,-0.128524063,pure_buy
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.791832383,0.158114276,0.199681497,0.189667032,0.833641322,pure_buy
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.780022115,0.155643193,0.199536898,0.200958958,0.774502392,pure_buy
PG,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.423719481,0.080960856,0.191071829,0.231739889,0.3493609,pure_buy
PG,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.411750917,0.080068505,0.194458595,0.242060363,0.330779082,pure_buy
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.7451383,0.175929037,0.236102529,0.210959326,0.833947666,pure_buy
P,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",0.664119975,0.167937911,0.25287285,0.212966776,0.788563898,pure_buy
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.334946545,0.09183467,0.274177094,0.222590545,0.412572198,pure_buy
P,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.320530039,0.07818885,0.243936107,0.229123652,0.341251762,pure_buy
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.425343423,0.111740601,0.26270678,0.253515481,0.440764409,pure_buy
P,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",0.367486633,0.094074606,0.255994633,0.247721992,0.379758797,pure_buy
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.941409704,0.223880257,0.23781384,0.162193743,1.3803261,pure_buy
P,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.742868406,0.183318708,0.246771442,0.195139139,0.939425627,pure_buy
P,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.434882572,0.123741029,0.284538947,0.198526635,0.623296864,pure_buy
P,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.480604023,0.122004764,0.253857142,0.207287767,0.588576767,pure_buy
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.005325755,-0.000715269,0.134303753,0.182714828,-0.003914673,pure_buy
M,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.038174981,-0.005631989,0.147530902,0.194194671,-0.029001771,pure_buy
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.146131446,0.019622954,0.134282899,0.146128003,0.134286062,pure_buy
M,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 20)",0.118381623,0.017243448,0.145659836,0.161327018,0.106885059,pure_buy
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.17104536,-0.022984213,0.134374959,0.148557979,-0.154715441,pure_buy
M,平值期权,inf,20,"(0.55, 0.1)",10,"(2, 10)",-0.172633094,-0.025932398,0.150216843,0.164859783,-0.157299725,pure_buy
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.255504246,0.032691973,0.127950801,0.103351119,0.316319485,pure_buy
M,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 10)",0.133659692,0.019046943,0.142503268,0.131899592,0.144404866,pure_buy
M,虚值一档,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.253349115,0.03526399,0.139191288,0.154174739,0.228727416,pure_buy
M,平值期权,inf,20,"(0.55, 0.1)",10,"(5, 20)",0.17240518,0.026826636,0.155602262,0.178703715,0.150117954,pure_buy
L,虚值一档,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.790688702,-0.107480223,0.135932413,0.247956729,-0.433463627,pure_buy
L,平值期权,inf,20,"(0.55, 0.1)",10,"(10, 15)",-0.742995782,-0.108297671,0.145758123,0.254263936,-0.425926194,pure_buy
