品种代码,合约类型,年化夏普比率,年化收益率,波动率,最大回撤率,卡玛比率,布林带计算回望窗口,布林带标准倍数,持有天数,平值期权变动检视天数,波动率水平检视天数,signal_type,vix_position_control,均线参数组合,use_vix,use_vix_call_and_vix_put
A,虚值一档,1.41503696,0.080435983,0.056843733,0.023531069,3.41828844,20,1,inf,5,5,ATM_change_signal,False,,False,True
A,平值期权,1.427107571,0.093775818,0.065710406,0.024015111,3.904867111,20,1,inf,5,5,ATM_change_signal,False,,False,True
AG,虚值一档,2.68848877,0.118797783,0.044187569,0.010233756,11.60842409,20,1,inf,5,5,ATM_change_signal,False,,False,True
AG,平值期权,2.738100446,0.120055878,0.043846411,0.009964177,12.04874941,20,1,inf,5,5,ATM_change_signal,False,,False,True
AL,虚值一档,-0.530034399,-0.054758716,0.103311627,0.250632954,-0.218481709,20,1,inf,5,5,ATM_change_signal,False,,False,True
AL,平值期权,-0.799937339,-0.085012733,0.106274241,0.304391222,-0.279287729,20,1,inf,5,5,ATM_change_signal,False,,False,True
AU,虚值一档,1.993071722,0.099972854,0.050160189,0.060166635,1.66159956,20,1,inf,5,5,ATM_change_signal,False,,False,True
AU,平值期权,1.608926649,0.091146565,0.056650541,0.06203309,1.469321705,20,1,inf,5,5,ATM_change_signal,False,,False,True
B,虚值一档,0.389854697,0.042648553,0.109396023,0.03016132,1.414014814,20,1,inf,5,5,ATM_change_signal,False,,False,True
B,平值期权,0.888321942,0.092640735,0.104287343,0.033934742,2.729967264,20,1,inf,5,5,ATM_change_signal,False,,False,True
C,虚值一档,-0.032488649,-0.001378325,0.042424813,0.052513074,-0.02624727,20,1,inf,5,5,ATM_change_signal,False,,False,True
C,平值期权,0.237127472,0.010625452,0.044809028,0.046339633,0.229295121,20,1,inf,5,5,ATM_change_signal,False,,False,True
CU,虚值一档,-0.138628346,-0.013857243,0.099959666,0.154006411,-0.089978354,20,1,inf,5,5,ATM_change_signal,False,,False,True
CU,平值期权,0.132831587,0.013790515,0.103819547,0.122048619,0.112991981,20,1,inf,5,5,ATM_change_signal,False,,False,True
I,虚值一档,-1.191692159,-0.218492459,0.183346393,0.509779067,-0.428602258,20,1,inf,5,5,ATM_change_signal,False,,False,True
I,平值期权,-1.041072538,-0.208457471,0.200233377,0.495375474,-0.420807007,20,1,inf,5,5,ATM_change_signal,False,,False,True
L,虚值一档,0.245028091,0.024003656,0.097962873,0.122512364,0.195928435,20,1,inf,5,5,ATM_change_signal,False,,False,True
L,平值期权,0.42033492,0.042891463,0.102041161,0.118446393,0.362117091,20,1,inf,5,5,ATM_change_signal,False,,False,True
M,虚值一档,-0.498915791,-0.04867054,0.097552616,0.208072258,-0.233911724,20,1,inf,5,5,ATM_change_signal,False,,False,True
M,平值期权,-0.269361581,-0.02588675,0.096104093,0.200203772,-0.129302011,20,1,inf,5,5,ATM_change_signal,False,,False,True
P,虚值一档,-0.788407566,-0.14119075,0.179083454,0.279222353,-0.505657045,20,1,inf,5,5,ATM_change_signal,False,,False,True
P,平值期权,-0.645682422,-0.105575432,0.163509843,0.257777805,-0.409559821,20,1,inf,5,5,ATM_change_signal,False,,False,True
PG,虚值一档,0.031324152,0.00531454,0.169662703,0.262132575,0.020274246,20,1,inf,5,5,ATM_change_signal,False,,False,True
PG,平值期权,0.387228559,0.064893996,0.167585769,0.211481793,0.30685382,20,1,inf,5,5,ATM_change_signal,False,,False,True
PP,虚值一档,0.401693433,0.047735473,0.118835583,0.203176863,0.234945419,20,1,inf,5,5,ATM_change_signal,False,,False,True
PP,平值期权,0.194415182,0.023366596,0.120189154,0.199838119,0.116927623,20,1,inf,5,5,ATM_change_signal,False,,False,True
RB,虚值一档,2.179517161,0.083067434,0.038112769,0.014726423,5.640706737,20,1,inf,5,5,ATM_change_signal,False,,False,True
RB,平值期权,2.067099946,0.084853361,0.041049472,0.014819082,5.725952737,20,1,inf,5,5,ATM_change_signal,False,,False,True
RU,虚值一档,1.140033719,0.104081108,0.091296517,0.081523076,1.276707328,20,1,inf,5,5,ATM_change_signal,False,,False,True
RU,平值期权,1.102066878,0.103211178,0.093652373,0.080799444,1.277374847,20,1,inf,5,5,ATM_change_signal,False,,False,True
SC,虚值一档,0.819134975,0.135420958,0.16532191,0.143182239,0.945794389,20,1,inf,5,5,ATM_change_signal,False,,False,True
SC,平值期权,0.926930186,0.157191605,0.169583003,0.153835895,1.021813568,20,1,inf,5,5,ATM_change_signal,False,,False,True
V,虚值一档,-0.518499403,-0.06716327,0.129533938,0.309647227,-0.216902538,20,1,inf,5,5,ATM_change_signal,False,,False,True
V,平值期权,-0.176884028,-0.025964029,0.146785607,0.289005418,-0.089839248,20,1,inf,5,5,ATM_change_signal,False,,False,True
Y,虚值一档,1.650251808,0.130055883,0.07880972,0.025939303,5.013854109,20,1,inf,5,5,ATM_change_signal,False,,False,True
Y,平值期权,2.159120674,0.176369502,0.081685801,0.024334509,7.247711421,20,1,inf,5,5,ATM_change_signal,False,,False,True
ZN,虚值一档,0.934328003,0.094150464,0.100768107,0.098759046,0.953335091,20,1,inf,5,5,ATM_change_signal,False,,False,True
ZN,平值期权,0.692704716,0.078746732,0.113680086,0.109217719,0.721006922,20,1,inf,5,5,ATM_change_signal,False,,False,True
A,虚值一档,1.446827336,0.086636205,0.059880128,0.023572164,3.675360653,20,1,inf,6,5,ATM_change_signal,False,,False,True
A,平值期权,1.097881488,0.078185328,0.071214725,0.024203498,3.230331709,20,1,inf,6,5,ATM_change_signal,False,,False,True
AG,虚值一档,4.154252114,0.151671063,0.036509836,0.006968382,21.76560717,20,1,inf,6,5,ATM_change_signal,False,,False,True
AG,平值期权,3.764872803,0.14156646,0.037601924,0.007850877,18.03192978,20,1,inf,6,5,ATM_change_signal,False,,False,True
AL,虚值一档,-0.031070506,-0.003758562,0.12096879,0.219147988,-0.017150792,20,1,inf,6,5,ATM_change_signal,False,,False,True
AL,平值期权,-0.088574059,-0.010397209,0.117384359,0.217984557,-0.047696999,20,1,inf,6,5,ATM_change_signal,False,,False,True
AU,虚值一档,1.861498999,0.092294172,0.049580565,0.051894746,1.778487785,20,1,inf,6,5,ATM_change_signal,False,,False,True
AU,平值期权,1.774812802,0.096066163,0.05412749,0.048873574,1.965605451,20,1,inf,6,5,ATM_change_signal,False,,False,True
B,虚值一档,0.426124063,0.045316848,0.106346606,0.029881977,1.516527772,20,1,inf,6,5,ATM_change_signal,False,,False,True
B,平值期权,1.609492354,0.171181971,0.106357741,0.024577467,6.964996464,20,1,inf,6,5,ATM_change_signal,False,,False,True
C,虚值一档,0.468624437,0.023544647,0.050242039,0.054656441,0.430775348,20,1,inf,6,5,ATM_change_signal,False,,False,True
C,平值期权,0.529021345,0.025612661,0.048415175,0.046464606,0.551229489,20,1,inf,6,5,ATM_change_signal,False,,False,True
CU,虚值一档,0.126503283,0.013804274,0.109121862,0.167918771,0.082208044,20,1,inf,6,5,ATM_change_signal,False,,False,True
CU,平值期权,0.154044071,0.017217835,0.111772138,0.157719644,0.109167347,20,1,inf,6,5,ATM_change_signal,False,,False,True
I,虚值一档,-0.211446015,-0.039651143,0.187523718,0.223160972,-0.177679559,20,1,inf,6,5,ATM_change_signal,False,,False,True
I,平值期权,-0.411020488,-0.072682634,0.176834578,0.283798153,-0.256106792,20,1,inf,6,5,ATM_change_signal,False,,False,True
L,虚值一档,-0.054304797,-0.005095489,0.093831281,0.188147138,-0.027082467,20,1,inf,6,5,ATM_change_signal,False,,False,True
L,平值期权,0.267648309,0.027007313,0.100905973,0.180076145,0.149977184,20,1,inf,6,5,ATM_change_signal,False,,False,True
M,虚值一档,0.0372887,0.003439961,0.092252091,0.14646728,0.023486205,20,1,inf,6,5,ATM_change_signal,False,,False,True
M,平值期权,0.181927139,0.017190162,0.094489265,0.141348914,0.121615095,20,1,inf,6,5,ATM_change_signal,False,,False,True
P,虚值一档,-0.737287018,-0.116796647,0.158414083,0.316604354,-0.368904109,20,1,inf,6,5,ATM_change_signal,False,,False,True
P,平值期权,-0.52565082,-0.082343538,0.156650642,0.282822673,-0.291149,20,1,inf,6,5,ATM_change_signal,False,,False,True
PG,虚值一档,0.720301377,0.124526978,0.172881771,0.158512488,0.78559727,20,1,inf,6,5,ATM_change_signal,False,,False,True
PG,平值期权,0.566305104,0.097389292,0.171973184,0.191296588,0.509101039,20,1,inf,6,5,ATM_change_signal,False,,False,True
PP,虚值一档,0.163585972,0.018873217,0.115371852,0.145397914,0.129803902,20,1,inf,6,5,ATM_change_signal,False,,False,True
PP,平值期权,0.284880491,0.033219838,0.116609733,0.130935314,0.25371183,20,1,inf,6,5,ATM_change_signal,False,,False,True
RB,虚值一档,5.522619691,0.204724829,0.037070239,0.007678716,26.66133515,20,1,inf,6,5,ATM_change_signal,False,,False,True
RB,平值期权,4.803336746,0.172707462,0.035955726,0.009000606,19.18842693,20,1,inf,6,5,ATM_change_signal,False,,False,True
RU,虚值一档,1.089636057,0.105154926,0.096504632,0.088109678,1.193454894,20,1,inf,6,5,ATM_change_signal,False,,False,True
RU,平值期权,1.118688005,0.116324899,0.103983325,0.087170508,1.334452454,20,1,inf,6,5,ATM_change_signal,False,,False,True
SC,虚值一档,0.572222026,0.102667234,0.179418528,0.157794028,0.650640808,20,1,inf,6,5,ATM_change_signal,False,,False,True
SC,平值期权,0.592375847,0.118947419,0.200797213,0.163033223,0.729590062,20,1,inf,6,5,ATM_change_signal,False,,False,True
V,虚值一档,-0.49070708,-0.070829702,0.144342125,0.298543985,-0.237250476,20,1,inf,6,5,ATM_change_signal,False,,False,True
V,平值期权,-0.201634144,-0.035360066,0.175367451,0.233100086,-0.151694779,20,1,inf,6,5,ATM_change_signal,False,,False,True
Y,虚值一档,2.684157235,0.19783068,0.073703089,0.019839229,9.971691787,20,1,inf,6,5,ATM_change_signal,False,,False,True
Y,平值期权,2.475023652,0.192596782,0.077816138,0.025347628,7.598217192,20,1,inf,6,5,ATM_change_signal,False,,False,True
ZN,虚值一档,0.092418042,0.010377732,0.112291186,0.153887565,0.067437103,20,1,inf,6,5,ATM_change_signal,False,,False,True
ZN,平值期权,-0.097918865,-0.01198328,0.122379688,0.199424843,-0.060089204,20,1,inf,6,5,ATM_change_signal,False,,False,True
A,虚值一档,1.980654496,0.108459738,0.054759544,0.023402402,4.634555703,20,1,inf,7,5,ATM_change_signal,False,,False,True
A,平值期权,1.854286181,0.119589605,0.064493607,0.023822117,5.020108222,20,1,inf,7,5,ATM_change_signal,False,,False,True
AG,虚值一档,3.52270263,0.138110642,0.039205876,0.00804561,17.16596248,20,1,inf,7,5,ATM_change_signal,False,,False,True
AG,平值期权,3.168243761,0.122610613,0.038699867,0.008912479,13.75718336,20,1,inf,7,5,ATM_change_signal,False,,False,True
AL,虚值一档,-0.310272126,-0.039716221,0.128004477,0.272910697,-0.145528269,20,1,inf,7,5,ATM_change_signal,False,,False,True
AL,平值期权,-0.619382919,-0.076547911,0.123587378,0.294079233,-0.260296894,20,1,inf,7,5,ATM_change_signal,False,,False,True
AU,虚值一档,1.689378628,0.095785078,0.056698407,0.063475216,1.509015388,20,1,inf,7,5,ATM_change_signal,False,,False,True
AU,平值期权,1.879551721,0.101006951,0.053739916,0.064583643,1.563971106,20,1,inf,7,5,ATM_change_signal,False,,False,True
B,虚值一档,0.724719557,0.065629638,0.090558668,0.021656101,3.030538035,20,1,inf,7,5,ATM_change_signal,False,,False,True
B,平值期权,1.159784654,0.103766836,0.089470779,0.022130499,4.688861141,20,1,inf,7,5,ATM_change_signal,False,,False,True
C,虚值一档,0.757705703,0.035558238,0.046928824,0.030407601,1.169386478,20,1,inf,7,5,ATM_change_signal,False,,False,True
C,平值期权,0.688094186,0.033106669,0.048113572,0.031844675,1.039629655,20,1,inf,7,5,ATM_change_signal,False,,False,True
CU,虚值一档,0.506329281,0.056388545,0.11136734,0.121098822,0.465640738,20,1,inf,7,5,ATM_change_signal,False,,False,True
CU,平值期权,0.56554805,0.063490454,0.11226359,0.124735629,0.50900015,20,1,inf,7,5,ATM_change_signal,False,,False,True
I,虚值一档,-0.386512598,-0.069657938,0.180221649,0.343312438,-0.202899545,20,1,inf,7,5,ATM_change_signal,False,,False,True
I,平值期权,-0.378540565,-0.073134178,0.193200373,0.370348525,-0.197473929,20,1,inf,7,5,ATM_change_signal,False,,False,True
L,虚值一档,0.78802278,0.078117578,0.099131116,0.110557721,0.706577313,20,1,inf,7,5,ATM_change_signal,False,,False,True
L,平值期权,1.18261839,0.113365806,0.095860006,0.095023552,1.193028504,20,1,inf,7,5,ATM_change_signal,False,,False,True
M,虚值一档,-0.366121093,-0.038452424,0.10502652,0.199216315,-0.19301845,20,1,inf,7,5,ATM_change_signal,False,,False,True
M,平值期权,-0.172000384,-0.019184508,0.111537586,0.193975119,-0.0989019,20,1,inf,7,5,ATM_change_signal,False,,False,True
P,虚值一档,-1.003172436,-0.219644507,0.218949903,0.486332006,-0.451634901,20,1,inf,7,5,ATM_change_signal,False,,False,True
P,平值期权,-1.088905013,-0.227158345,0.208611717,0.484252565,-0.469090638,20,1,inf,7,5,ATM_change_signal,False,,False,True
PG,虚值一档,-0.107654116,-0.018520584,0.172037858,0.270152139,-0.068556124,20,1,inf,7,5,ATM_change_signal,False,,False,True
PG,平值期权,-0.251315713,-0.046194123,0.183809132,0.357473256,-0.129223998,20,1,inf,7,5,ATM_change_signal,False,,False,True
PP,虚值一档,0.80009383,0.0938617,0.117313366,0.12640194,0.742565341,20,1,inf,7,5,ATM_change_signal,False,,False,True
PP,平值期权,0.663841712,0.0826578,0.124514321,0.140690714,0.587514253,20,1,inf,7,5,ATM_change_signal,False,,False,True
RB,虚值一档,3.159905078,0.101127844,0.032003444,0.009763799,10.35742826,20,1,inf,7,5,ATM_change_signal,False,,False,True
RB,平值期权,3.349685264,0.105511692,0.031498987,0.009185387,11.48690761,20,1,inf,7,5,ATM_change_signal,False,,False,True
RU,虚值一档,1.783299692,0.148710645,0.08339072,0.067568176,2.200897722,20,1,inf,7,5,ATM_change_signal,False,,False,True
RU,平值期权,1.889107936,0.153576707,0.081295888,0.069423395,2.212175129,20,1,inf,7,5,ATM_change_signal,False,,False,True
SC,虚值一档,0.307093339,0.057291531,0.186560644,0.162319963,0.352954313,20,1,inf,7,5,ATM_change_signal,False,,False,True
SC,平值期权,0.404889222,0.081147152,0.200418157,0.14837907,0.546890823,20,1,inf,7,5,ATM_change_signal,False,,False,True
V,虚值一档,-0.415730973,-0.06634759,0.159592606,0.370995978,-0.178836412,20,1,inf,7,5,ATM_change_signal,False,,False,True
V,平值期权,-0.412594134,-0.064312001,0.155872309,0.287843806,-0.22342673,20,1,inf,7,5,ATM_change_signal,False,,False,True
Y,虚值一档,2.264155732,0.158492797,0.070000837,0.018696838,8.476983902,20,1,inf,7,5,ATM_change_signal,False,,False,True
Y,平值期权,1.87087715,0.131441304,0.070256513,0.028834845,4.558419044,20,1,inf,7,5,ATM_change_signal,False,,False,True
ZN,虚值一档,0.583359562,0.071370954,0.122344705,0.124617483,0.572720232,20,1,inf,7,5,ATM_change_signal,False,,False,True
ZN,平值期权,0.4736346,0.066975574,0.141407689,0.148259424,0.451745815,20,1,inf,7,5,ATM_change_signal,False,,False,True
A,虚值一档,1.853401783,0.099620436,0.053750049,0.023349456,4.266499233,20,1,inf,8,5,ATM_change_signal,False,,False,True
A,平值期权,1.728854533,0.110679592,0.064019031,0.02378856,4.65263936,20,1,inf,8,5,ATM_change_signal,False,,False,True
AG,虚值一档,5.06124522,0.188718157,0.037286903,0.010201007,18.49995318,20,1,inf,8,5,ATM_change_signal,False,,False,True
AG,平值期权,5.179705525,0.190425589,0.036763787,0.00992463,19.18717171,20,1,inf,8,5,ATM_change_signal,False,,False,True
AL,虚值一档,-0.313212325,-0.040063468,0.127911531,0.238301925,-0.168120623,20,1,inf,8,5,ATM_change_signal,False,,False,True
AL,平值期权,-0.406971097,-0.048843789,0.120017833,0.259011997,-0.188577324,20,1,inf,8,5,ATM_change_signal,False,,False,True
AU,虚值一档,1.274478735,0.07776985,0.061020908,0.062153685,1.251250838,20,1,inf,8,5,ATM_change_signal,False,,False,True
AU,平值期权,1.472854629,0.084987949,0.057702877,0.064230818,1.323164682,20,1,inf,8,5,ATM_change_signal,False,,False,True
B,虚值一档,1.084734765,0.114559499,0.105610609,0.028080124,4.079736255,20,1,inf,8,5,ATM_change_signal,False,,False,True
B,平值期权,1.646511282,0.169377482,0.102870526,0.024731899,6.848543335,20,1,inf,8,5,ATM_change_signal,False,,False,True
C,虚值一档,0.359923463,0.02059049,0.057207969,0.087806782,0.234497721,20,1,inf,8,5,ATM_change_signal,False,,False,True
C,平值期权,0.256424531,0.015125571,0.058986444,0.087397263,0.173066874,20,1,inf,8,5,ATM_change_signal,False,,False,True
CU,虚值一档,0.227086632,0.022201877,0.097768314,0.092928869,0.238912595,20,1,inf,8,5,ATM_change_signal,False,,False,True
CU,平值期权,0.354638539,0.036803344,0.103777057,0.100881016,0.364819323,20,1,inf,8,5,ATM_change_signal,False,,False,True
I,虚值一档,-0.077129868,-0.015248929,0.197704587,0.231035124,-0.066002642,20,1,inf,8,5,ATM_change_signal,False,,False,True
I,平值期权,-0.110393461,-0.023714448,0.214817502,0.228580553,-0.103746566,20,1,inf,8,5,ATM_change_signal,False,,False,True
L,虚值一档,0.332202803,0.036213952,0.109011578,0.184294225,0.196500741,20,1,inf,8,5,ATM_change_signal,False,,False,True
L,平值期权,0.388269034,0.046362759,0.11940885,0.180362313,0.257053472,20,1,inf,8,5,ATM_change_signal,False,,False,True
M,虚值一档,-0.356691489,-0.040085274,0.112380798,0.212375781,-0.188746918,20,1,inf,8,5,ATM_change_signal,False,,False,True
M,平值期权,-0.354372441,-0.040303547,0.113732171,0.206926811,-0.194771991,20,1,inf,8,5,ATM_change_signal,False,,False,True
P,虚值一档,-0.895217925,-0.162393141,0.181400681,0.390599348,-0.415753743,20,1,inf,8,5,ATM_change_signal,False,,False,True
P,平值期权,-0.545692574,-0.098006464,0.179600142,0.289948267,-0.338013622,20,1,inf,8,5,ATM_change_signal,False,,False,True
PG,虚值一档,1.21215383,0.189317823,0.156183001,0.079232587,2.389393433,20,1,inf,8,5,ATM_change_signal,False,,False,True
PG,平值期权,0.784765459,0.137259056,0.174904558,0.150253042,0.913519314,20,1,inf,8,5,ATM_change_signal,False,,False,True
PP,虚值一档,0.090212167,0.010847646,0.120245929,0.27703186,0.039156672,20,1,inf,8,5,ATM_change_signal,False,,False,True
PP,平值期权,-0.085683692,-0.010664736,0.124466344,0.272668862,-0.039112408,20,1,inf,8,5,ATM_change_signal,False,,False,True
RB,虚值一档,6.782171424,0.238740721,0.035201222,0.005692379,41.94040875,20,1,inf,8,5,ATM_change_signal,False,,False,True
RB,平值期权,7.050243945,0.232405832,0.032964226,0.005104774,45.52715058,20,1,inf,8,5,ATM_change_signal,False,,False,True
RU,虚值一档,1.088469545,0.109844685,0.100916636,0.102566415,1.070961537,20,1,inf,8,5,ATM_change_signal,False,,False,True
RU,平值期权,1.125277268,0.111331141,0.098936631,0.101078712,1.101430151,20,1,inf,8,5,ATM_change_signal,False,,False,True
SC,虚值一档,0.678527114,0.125717341,0.18527976,0.157083527,0.800321606,20,1,inf,8,5,ATM_change_signal,False,,False,True
SC,平值期权,0.602728341,0.113617626,0.188505531,0.152697207,0.744071413,20,1,inf,8,5,ATM_change_signal,False,,False,True
V,虚值一档,-0.079291793,-0.01329939,0.167727201,0.308403159,-0.043123393,20,1,inf,8,5,ATM_change_signal,False,,False,True
V,平值期权,-0.059623079,-0.009522544,0.159712386,0.272217101,-0.034981433,20,1,inf,8,5,ATM_change_signal,False,,False,True
Y,虚值一档,1.253389271,0.107859828,0.086054533,0.040875878,2.6387159,20,1,inf,8,5,ATM_change_signal,False,,False,True
Y,平值期权,0.729008401,0.057852798,0.079358205,0.047547457,1.216738024,20,1,inf,8,5,ATM_change_signal,False,,False,True
ZN,虚值一档,0.283450607,0.036753056,0.129663,0.131572066,0.279337835,20,1,inf,8,5,ATM_change_signal,False,,False,True
ZN,平值期权,0.297717799,0.042141346,0.141547955,0.15002138,0.280902267,20,1,inf,8,5,ATM_change_signal,False,,False,True
A,虚值一档,-0.088370432,-0.012972551,0.146797411,0.081873032,-0.158447176,20,1,inf,5,5,ATM_change_signal,True,"(5, 20)",False,True
A,平值期权,-0.005565999,-0.00090011,0.161715836,0.088981534,-0.010115697,20,1,inf,5,5,ATM_change_signal,True,"(5, 20)",False,True
