品种代码,合约类型,年化夏普比率,年化收益率,波动率,最大回撤率,卡玛比率,持有天数,分位数计算回望窗口,分位数参数组合
AG,虚值一档,3.233997526848173,0.1356485850402622,0.0419445543523542,0.0096584259103733,14.044585142447774,5,20,"(0.7, 0.3)"
AG,平值期权,3.1079004202696403,0.1458085171215895,0.0469154404596203,0.0107102925759736,13.61386872368742,5,20,"(0.7, 0.3)"
AL,虚值一档,0.2006236290270011,0.0197660932969969,0.0985232566715096,0.0818942133653063,0.2413612938538911,5,20,"(0.7, 0.3)"
AL,平值期权,0.1795958751440844,0.0194127071598898,0.1080910524493704,0.091679024188692,0.2117464418025977,5,20,"(0.7, 0.3)"
AU,虚值一档,1.515158407842048,0.0684714989900252,0.0451909837516891,0.0246181570745459,2.781341380781977,5,20,"(0.7, 0.3)"
AU,平值期权,1.1673829165078442,0.0546222350736255,0.0467903327187832,0.0289420528391447,1.8872965016409555,5,20,"(0.7, 0.3)"
B,虚值一档,1.904583076089048,0.1489523519975945,0.078207327297825,0.016488123906453,9.033917554397943,5,20,"(0.7, 0.3)"
B,平值期权,2.149297425144001,0.1949593569098777,0.0907084122602601,0.0167713615402504,11.62453963215713,5,20,"(0.7, 0.3)"
C,虚值一档,0.7789086362508932,0.0284278016569455,0.0364969655411404,0.0330587949103585,0.8599164529145628,5,20,"(0.7, 0.3)"
C,平值期权,0.7542755492229727,0.0323025265132951,0.0428258963804037,0.0411700939764115,0.7846114349848925,5,20,"(0.7, 0.3)"
CU,虚值一档,-0.8291331135362044,-0.0738826309005452,0.0891082863467364,0.1943066203026755,-0.3802373320345787,5,20,"(0.7, 0.3)"
CU,平值期权,-0.8539855260560011,-0.0864192016023443,0.1011951595965074,0.2268723600640877,-0.3809155138066725,5,20,"(0.7, 0.3)"
I,虚值一档,-1.3098015265514342,-0.240694306524865,0.1837639532751096,0.5897131626071892,-0.4081548823850701,5,20,"(0.7, 0.3)"
I,平值期权,-1.3119853901564589,-0.2514530269603574,0.1916584047710856,0.6648603241176586,-0.3782042901929253,5,20,"(0.7, 0.3)"
L,虚值一档,0.7635925559589288,0.0699554040785863,0.0916135228567484,0.1167630435772327,0.5991228211888326,5,20,"(0.7, 0.3)"
L,平值期权,0.8959840189519792,0.0939073450796142,0.104809174151852,0.1075472189278781,0.8731731607359291,5,20,"(0.7, 0.3)"
M,虚值一档,-0.666671939385911,-0.049437894992843,0.0741562559815875,0.1530147062096631,-0.323092441357254,5,20,"(0.7, 0.3)"
M,平值期权,-0.7318797481639115,-0.0638371215732342,0.0872235114216294,0.1958465763573413,-0.3259547486638576,5,20,"(0.7, 0.3)"
P,虚值一档,-0.1126725062036307,-0.0191970951239339,0.1703795874500154,0.2143593362633636,-0.0895556753373605,5,20,"(0.7, 0.3)"
P,平值期权,-0.1410443550836466,-0.0198448483875408,0.140699345080289,0.1534518957577274,-0.1293229274851854,5,20,"(0.7, 0.3)"
PG,虚值一档,0.0464741886675906,0.0058142013870184,0.1251060331274389,0.141734717741857,0.0410217163419897,5,20,"(0.7, 0.3)"
PG,平值期权,0.8104351647586789,0.1057374040759672,0.1304699113191273,0.0927900414395344,1.1395339676065328,5,20,"(0.7, 0.3)"
PP,虚值一档,-0.1174907286301241,-0.0107434987538549,0.0914412471445034,0.083576713812823,-0.1285465563759292,5,20,"(0.7, 0.3)"
PP,平值期权,0.0154029033007794,0.0015977320683795,0.1037292799402785,0.0831782866159913,0.0192085234426122,5,20,"(0.7, 0.3)"
RB,虚值一档,1.2686479574303329,0.0476863729515456,0.0375883417241574,0.0081023369022998,5.885508530015534,5,20,"(0.7, 0.3)"
RB,平值期权,1.0159293400496163,0.0392446428936454,0.0386293035810235,0.0068253780556168,5.7498123289082,5,20,"(0.7, 0.3)"
RU,虚值一档,-0.0039563290294991,-0.0003372009238033,0.0852307584351822,0.1012634747656626,-0.0033299363327564,5,20,"(0.7, 0.3)"
RU,平值期权,0.0124810203670306,0.0011085885068252,0.0888219451795519,0.1225537599946726,0.0090457323126883,5,20,"(0.7, 0.3)"
SC,虚值一档,-0.0292840085152558,-0.0042756687054441,0.1460069478950148,0.1870236181584038,-0.0228616510981129,5,20,"(0.7, 0.3)"
SC,平值期权,-0.0731476363345854,-0.0124755361709765,0.1705528270785412,0.2182961075186514,-0.0571496043277393,5,20,"(0.7, 0.3)"
V,虚值一档,-0.4732323753866715,-0.0527887192394273,0.1115492556828861,0.1998668347632369,-0.2641194538451618,5,20,"(0.7, 0.3)"
V,平值期权,-0.4527837433122587,-0.0594639512607401,0.1313296957742834,0.238004299515916,-0.2498440212285478,5,20,"(0.7, 0.3)"
Y,虚值一档,-0.2741023898651902,-0.022220498634368,0.0810664169885441,0.0498758614700663,-0.4455160869292237,5,20,"(0.7, 0.3)"
Y,平值期权,-0.7010250289018313,-0.0659782734338175,0.0941168584767561,0.0619171599115807,-1.0655894670885449,5,20,"(0.7, 0.3)"
ZN,虚值一档,-0.1428193268637217,-0.0131908504542743,0.0923604020824232,0.1255016706890434,-0.1051049789365551,5,20,"(0.7, 0.3)"
ZN,平值期权,0.1948516374153986,0.0202381270100319,0.1038642901772844,0.0874299909071576,0.231478086638748,5,20,"(0.7, 0.3)"
A,虚值一档,0.8134391114198337,0.0226323021920949,0.027822982537182,0.0120151604909848,1.8836454335400925,1,20,"(0.8, 0.2)"
A,平值期权,1.6892392111875991,0.0419114874994349,0.0248108658749222,0.0084144614379496,4.98088770249893,1,20,"(0.8, 0.2)"
AG,虚值一档,1.546975381432235,0.0529348102378204,0.0342182628587223,0.0053040892544284,9.979999901703032,1,20,"(0.8, 0.2)"
AG,平值期权,1.4645295171986934,0.0572994276543541,0.0391248021849055,0.0062949645178635,9.102422657308416,1,20,"(0.8, 0.2)"
AL,虚值一档,0.501704076800269,0.024927816259384,0.0496862939969848,0.0947658222709962,0.2630464830252766,1,20,"(0.8, 0.2)"
AL,平值期权,0.5585102881886633,0.0320840975205902,0.0574458487141642,0.1027054189234087,0.3123895297532114,1,20,"(0.8, 0.2)"
AU,虚值一档,0.4447722978113458,0.0141171212823253,0.0317401091565131,0.0266136466040305,0.5304467100043075,1,20,"(0.8, 0.2)"
AU,平值期权,0.448783001447476,0.0152524239707101,0.0339861891415581,0.0333531304111472,0.4573011223441993,1,20,"(0.8, 0.2)"
B,虚值一档,0.3875987503586685,0.0110004813543415,0.0283811063481555,0.0097572854919086,1.1274120618345966,1,20,"(0.8, 0.2)"
B,平值期权,1.709155959880294,0.0729548148793,0.0426847032054404,0.0106697662659436,6.837526995522052,1,20,"(0.8, 0.2)"
C,虚值一档,1.6988830778112276,0.0354843730113379,0.0208868835500171,0.0154064223112584,2.3032195466566723,1,20,"(0.8, 0.2)"
C,平值期权,1.6677613863069112,0.0424726422282807,0.0254668578952605,0.0164899366300188,2.5756704335031904,1,20,"(0.8, 0.2)"
CU,虚值一档,-0.2769590662274229,-0.0105944986244379,0.0382529402945718,0.0900948638323608,-0.1175927036656729,1,20,"(0.8, 0.2)"
CU,平值期权,-0.045314980376246,-0.0020359416544799,0.0449286668023617,0.086788529093323,-0.0234586491527087,1,20,"(0.8, 0.2)"
I,虚值一档,-0.5597526838083768,-0.0636003069936816,0.1136221564155184,0.2487182480432636,-0.2557122667678915,1,20,"(0.8, 0.2)"
I,平值期权,-0.684433220479371,-0.0841351863301704,0.1229268010562708,0.3004773503755883,-0.2800050859906871,1,20,"(0.8, 0.2)"
L,虚值一档,0.3919161007473812,0.0229094086819681,0.0584548801089828,0.0729524689271647,0.3140319857418504,1,20,"(0.8, 0.2)"
L,平值期权,0.7627585373592357,0.0489658482016883,0.0641957392849566,0.0633391607533244,0.773073839616959,1,20,"(0.8, 0.2)"
M,虚值一档,0.0572527462755354,0.0018976840155708,0.0331457290526828,0.0691813179248871,0.0274305849106731,1,20,"(0.8, 0.2)"
M,平值期权,-0.0782836156830781,-0.0030657311851774,0.039161849621109,0.0829330982168752,-0.0369663168396329,1,20,"(0.8, 0.2)"
P,虚值一档,-1.2097799037146602,-0.1365945139506356,0.1129085658731961,0.2203741714232906,-0.6198299604188524,1,20,"(0.8, 0.2)"
P,平值期权,-1.0592710695353984,-0.0927432708384919,0.0875538599191325,0.1505154655833219,-0.6161710391624268,1,20,"(0.8, 0.2)"
PG,虚值一档,0.7140438660084952,0.0651395707129248,0.0912262870866113,0.0811228996165728,0.8029738954204894,1,20,"(0.8, 0.2)"
PG,平值期权,1.04935150692221,0.0970816241852021,0.0925158286282415,0.0721514847216621,1.3455249681931394,1,20,"(0.8, 0.2)"
PP,虚值一档,0.2462180745928554,0.0145844333121877,0.0592338045706207,0.0487505353364334,0.2991645776100454,1,20,"(0.8, 0.2)"
PP,平值期权,0.4055266382574999,0.0283251908182535,0.069847916625067,0.0695434375745832,0.4073021381474803,1,20,"(0.8, 0.2)"
RB,虚值一档,1.3487429391487031,0.0356366066006114,0.0264220894628775,0.004268943904087,8.347874181830594,1,20,"(0.8, 0.2)"
RB,平值期权,0.3560016177732142,0.0092828770363329,0.0260753787985494,0.0053517101542237,1.7345627414082985,1,20,"(0.8, 0.2)"
RU,虚值一档,0.948019319588396,0.0482660513256101,0.0509125186885072,0.0669624182685053,0.7207931340244207,1,20,"(0.8, 0.2)"
RU,平值期权,1.1108397548121538,0.0592760812486873,0.0533615051062978,0.054522335507731,1.0871889602066347,1,20,"(0.8, 0.2)"
SC,虚值一档,0.7530255250630288,0.0711184893579068,0.0944436635822593,0.0636981388758635,1.1164924221177686,1,20,"(0.8, 0.2)"
SC,平值期权,0.7601971154659583,0.0851124970086252,0.1119610891399607,0.0707162445737071,1.203577728451246,1,20,"(0.8, 0.2)"
V,虚值一档,0.6291287662159615,0.0408969577154112,0.0650057029841368,0.0694825869975929,0.5885929048212908,1,20,"(0.8, 0.2)"
V,平值期权,0.9228695296837224,0.0673933785340815,0.0730259005920132,0.0912653183996499,0.7384336100046963,1,20,"(0.8, 0.2)"
Y,虚值一档,-1.5846676778002189,-0.0796225711767269,0.050245595522751,0.0503275438082732,-1.582087365122675,1,20,"(0.8, 0.2)"
Y,平值期权,-1.469894668357573,-0.0837619712819857,0.056985016059402,0.0525379806851566,-1.594312727471282,1,20,"(0.8, 0.2)"
ZN,虚值一档,-0.2242926294947834,-0.0115521259463745,0.0515047060279938,0.1085757542188684,-0.1063969210205772,1,20,"(0.8, 0.2)"
ZN,平值期权,-0.212202858605933,-0.0124298024785282,0.0585750944176053,0.1189171052386394,-0.1045249331757994,1,20,"(0.8, 0.2)"
A,虚值一档,0.982216695613619,0.0383458425864056,0.0390401046506849,0.012372384110838,3.099309093775634,3,20,"(0.8, 0.2)"
A,平值期权,2.2217640467028006,0.0950332341470326,0.0427737744195052,0.0108727287916291,8.740513625263803,3,20,"(0.8, 0.2)"
AG,虚值一档,2.61083399519857,0.1024557697225151,0.0392425446853133,0.0065846469379976,15.559797007684551,3,20,"(0.8, 0.2)"
AG,平值期权,2.120316642414389,0.0949524455294685,0.044782200747784,0.008222760451925,11.547514497669574,3,20,"(0.8, 0.2)"
AL,虚值一档,0.7086696106207911,0.0575696737837258,0.0812362671136626,0.0676558060545162,0.8509199304688929,3,20,"(0.8, 0.2)"
AL,平值期权,0.7965440852637734,0.0715665619225968,0.0898463289685941,0.0721707154651051,0.9916288270302605,3,20,"(0.8, 0.2)"
AU,虚值一档,1.986617923603545,0.0789052024258275,0.0397183582652373,0.0220687733006031,3.575423126199357,3,20,"(0.8, 0.2)"
AU,平值期权,1.9464347179061168,0.0846816020172023,0.0435060067713438,0.0227031632381734,3.729947282183895,3,20,"(0.8, 0.2)"
B,虚值一档,2.3720861407379426,0.1437421753902321,0.0605973674065288,0.0177843585239939,8.082505489095984,3,20,"(0.8, 0.2)"
B,平值期权,3.108138050520861,0.2323556180729221,0.0747571743262767,0.0191415103161632,12.13883409590301,3,20,"(0.8, 0.2)"
C,虚值一档,1.642307403073487,0.05137839322814,0.0312842730489969,0.0275775630001671,1.863050525089136,3,20,"(0.8, 0.2)"
C,平值期权,1.856543170528273,0.0695028090735257,0.037436678110614,0.0272370252998342,2.551776793112155,3,20,"(0.8, 0.2)"
CU,虚值一档,-0.6271182505541317,-0.0371506280366149,0.0592402278259133,0.1129479076978786,-0.3289182490745041,3,20,"(0.8, 0.2)"
CU,平值期权,-0.5666599572781919,-0.0396514774949565,0.0699740240785892,0.1322707447531369,-0.2997751133023402,3,20,"(0.8, 0.2)"
I,虚值一档,-0.5861360480159687,-0.0951460102014624,0.1623275185403206,0.3831806455553578,-0.2483058873278002,3,20,"(0.8, 0.2)"
I,平值期权,-0.7026794827358055,-0.1222648634923144,0.1739980552958364,0.444984482066027,-0.2747620836678361,3,20,"(0.8, 0.2)"
L,虚值一档,0.5402388643866121,0.0394308456170525,0.0729877989467166,0.0560294400637867,0.7037522697382392,3,20,"(0.8, 0.2)"
L,平值期权,0.6933237456784737,0.0554752671430265,0.0800135109879144,0.0658992856360627,0.8418189454950368,3,20,"(0.8, 0.2)"
M,虚值一档,0.2825957448641718,0.0157314688314276,0.0556677484262507,0.0932515664392684,0.1686992447646767,3,20,"(0.8, 0.2)"
M,平值期权,0.0263895656226817,0.0017691103301417,0.0670382512329487,0.1167087763202054,0.0151583315832902,3,20,"(0.8, 0.2)"
P,虚值一档,-0.94319509036158,-0.1308357466961846,0.1387154662202789,0.2911396748166382,-0.449391676962564,3,20,"(0.8, 0.2)"
P,平值期权,-0.7906859680986714,-0.1004771659433719,0.127075944176656,0.2425912983836814,-0.4141828936685837,3,20,"(0.8, 0.2)"
PG,虚值一档,-0.5696833170640475,-0.0703993642970223,0.1235763136962418,0.1762319950762726,-0.3994698253660109,3,20,"(0.8, 0.2)"
PG,平值期权,-0.6931514749928425,-0.0854041403084118,0.1232113663312824,0.1797962190564552,-0.4750052073208241,3,20,"(0.8, 0.2)"
PP,虚值一档,0.9486045880417596,0.0782031882251803,0.0824402382309979,0.083915341396702,0.931929572394658,3,20,"(0.8, 0.2)"
PP,平值期权,1.1010616948599088,0.1042771279548981,0.0947059810015147,0.1036473424309649,1.0060762341721654,3,20,"(0.8, 0.2)"
RB,虚值一档,1.6574610054429209,0.0561072762410886,0.0338513401261559,0.008900874961941,6.303568635779739,3,20,"(0.8, 0.2)"
RB,平值期权,0.969500524232406,0.0349918442008907,0.0360926511397146,0.0092744586377542,3.772925791964485,3,20,"(0.8, 0.2)"
RU,虚值一档,1.2495996285805415,0.096632377551393,0.0773306708334738,0.0644497159392316,1.499345282491327,3,20,"(0.8, 0.2)"
RU,平值期权,1.387262247649216,0.1143702093575006,0.0824431065945221,0.0776000733810948,1.473841510378827,3,20,"(0.8, 0.2)"
SC,虚值一档,0.2472266422007636,0.0323720235557208,0.1309406755985172,0.1101205741613405,0.2939688954789844,3,20,"(0.8, 0.2)"
SC,平值期权,0.5043247991402976,0.0769117015184885,0.1525043020878546,0.0895302003546713,0.8590587445778641,3,20,"(0.8, 0.2)"
V,虚值一档,-0.5584407097925275,-0.0581791147963737,0.1041813638872934,0.1606467219133825,-0.3621556300896243,3,20,"(0.8, 0.2)"
V,平值期权,-0.6221671595154176,-0.0728088135515281,0.1170245205617026,0.1803489164916685,-0.4037108454427097,3,20,"(0.8, 0.2)"
Y,虚值一档,-0.233893880228932,-0.014571030998812,0.0622976154166587,0.0445263105051905,-0.3272454158786294,3,20,"(0.8, 0.2)"
Y,平值期权,-0.3393661365138062,-0.0246210893813093,0.0725502244691633,0.0489633446454651,-0.5028473761256771,3,20,"(0.8, 0.2)"
ZN,虚值一档,0.2484196301726093,0.0206629864592803,0.0831777522771574,0.1083235052717531,0.1907525648052355,3,20,"(0.8, 0.2)"
ZN,平值期权,0.3189097656901885,0.0303622091809718,0.0952062697586623,0.1244136168962133,0.244042492601917,3,20,"(0.8, 0.2)"
A,虚值一档,2.1313051763032744,0.0932951965829878,0.0437737390310323,0.0127166343133963,7.336469248369142,5,20,"(0.8, 0.2)"
A,平值期权,2.9262467799561693,0.1381813333679718,0.0472213534123193,0.0128861928024398,10.723208591276762,5,20,"(0.8, 0.2)"
AG,虚值一档,2.7921489614195365,0.1249391484456515,0.0447465913072675,0.0080777022026991,15.467164462178872,5,20,"(0.8, 0.2)"
AG,平值期权,2.636072123753942,0.1348547172768517,0.0511574459824754,0.0096282710519386,14.006119743554462,5,20,"(0.8, 0.2)"
AL,虚值一档,0.9471841711681463,0.0895089934324952,0.0945000942341607,0.0736961076033805,1.2145688061873896,5,20,"(0.8, 0.2)"
AL,平值期权,0.8615762435183985,0.0897531090771887,0.1041731474752205,0.1062665003199581,0.8446039796826922,5,20,"(0.8, 0.2)"
AU,虚值一档,1.0897870925777473,0.0456230366914871,0.0418641742063322,0.0246438601997831,1.8512942502363583,5,20,"(0.8, 0.2)"
AU,平值期权,0.9722127244479272,0.0452747296129841,0.0465687482527997,0.0270550562940153,1.67342951058649,5,20,"(0.8, 0.2)"
B,虚值一档,1.8367685399429168,0.1350192312299404,0.0735091157616062,0.0163794951090283,8.243186394403448,5,20,"(0.8, 0.2)"
B,平值期权,2.6271562695246584,0.2230588902789702,0.0849050712614553,0.0166231312164695,13.41858446367629,5,20,"(0.8, 0.2)"
C,虚值一档,1.1365479149781363,0.0409237412411724,0.0360070532019406,0.0276204179130962,1.4816481549965412,5,20,"(0.8, 0.2)"
C,平值期权,1.3487871467575543,0.0578936451958481,0.0429227438406592,0.0284623340902251,2.0340441866898997,5,20,"(0.8, 0.2)"
CU,虚值一档,-0.7012256148162005,-0.0586905066158545,0.0836970375522263,0.2006788023958197,-0.292459920605332,5,20,"(0.8, 0.2)"
CU,平值期权,-0.6259252573636577,-0.0597375102395027,0.0954387277661744,0.2217451266448507,-0.2693971729767888,5,20,"(0.8, 0.2)"
I,虚值一档,-0.1914345586495926,-0.0340562043235846,0.1778999808802659,0.3072965565846716,-0.1108252064458162,5,20,"(0.8, 0.2)"
I,平值期权,-0.2581433714345055,-0.049792925915898,0.1928886480377095,0.3532018022408147,-0.1409758545964298,5,20,"(0.8, 0.2)"
L,虚值一档,0.5246348486959509,0.0447543578051281,0.085305728196232,0.093950816175679,0.4763594359993822,5,20,"(0.8, 0.2)"
L,平值期权,0.5495612606823044,0.0527731083873296,0.0960277082154762,0.0972746331025572,0.542516653151399,5,20,"(0.8, 0.2)"
M,虚值一档,-0.3495094568247769,-0.0244090623073813,0.069838059688378,0.1763696537815305,-0.138397177655159,5,20,"(0.8, 0.2)"
M,平值期权,-0.5131743943554634,-0.0424220339028433,0.0826659209217258,0.2302240847026128,-0.1842641005941714,5,20,"(0.8, 0.2)"
P,虚值一档,-0.5090391117647749,-0.0872698937659775,0.1714404487769589,0.3078426091257513,-0.2834886762875911,5,20,"(0.8, 0.2)"
P,平值期权,-0.7990583849162719,-0.1163675111011203,0.1456307990727282,0.2832751043269401,-0.4107932865389239,5,20,"(0.8, 0.2)"
PG,虚值一档,0.3083491968224013,0.0406216946804936,0.1317392589282155,0.1480413622795462,0.274394223715584,5,20,"(0.8, 0.2)"
PG,平值期权,0.940861960448578,0.1293216430800499,0.1374501770890948,0.1180086817752261,1.0958655001872817,5,20,"(0.8, 0.2)"
PP,虚值一档,0.2181472740803831,0.0185245724575904,0.084917735212059,0.0748529422679507,0.2474795498522708,5,20,"(0.8, 0.2)"
PP,平值期权,0.3581807564070819,0.0343932655839481,0.0960220921105523,0.1024949389426645,0.3355606231756247,5,20,"(0.8, 0.2)"
RB,虚值一档,3.0010258262070355,0.0987213747124193,0.0328958764200947,0.004225481849874,23.3633413229221,5,20,"(0.8, 0.2)"
RB,平值期权,2.432976466753406,0.0806731972480022,0.0331582316353653,0.0064342130684369,12.538160671698122,5,20,"(0.8, 0.2)"
RU,虚值一档,0.7059767548476307,0.0605112472643416,0.085712804067326,0.0620783239730777,0.9747564591238688,5,20,"(0.8, 0.2)"
RU,平值期权,0.6564599451341424,0.0629795213155296,0.0959381022137767,0.0705466655579711,0.8927356214132713,5,20,"(0.8, 0.2)"
SC,虚值一档,0.2545978986338548,0.036358488209133,0.1428074952866024,0.1309181719138046,0.2777191865547221,5,20,"(0.8, 0.2)"
SC,平值期权,0.2508389801742819,0.0413819290997418,0.1649740764812146,0.1403618075149226,0.294823284427584,5,20,"(0.8, 0.2)"
V,虚值一档,-0.1209283259896643,-0.0135734702693494,0.1122439276179975,0.1878178610112806,-0.0722693262305561,5,20,"(0.8, 0.2)"
V,平值期权,-0.0182912727036357,-0.0023777121367409,0.1299916181484944,0.2163480063178315,-0.0109902197723419,5,20,"(0.8, 0.2)"
Y,虚值一档,-0.9581603857736498,-0.073621072218475,0.0768358547395287,0.0897971916889335,-0.819859405776361,5,20,"(0.8, 0.2)"
Y,平值期权,-1.2446019123304988,-0.1096105656840121,0.0880687749215875,0.1008167584926638,-1.0872256490173533,5,20,"(0.8, 0.2)"
ZN,虚值一档,0.324825072850792,0.0287829373827937,0.0886105777801678,0.1320526285061366,0.2179656528492062,5,20,"(0.8, 0.2)"
ZN,平值期权,0.5335536308998349,0.054789013097789,0.1026869838846148,0.1504390317781977,0.3641941353263173,5,20,"(0.8, 0.2)"
A,虚值一档,-0.523119236607929,-0.0115044423343738,0.0219920078048979,0.0178302966476289,-0.6452187847308585,1,20,"(0.9, 0.1)"
A,平值期权,0.5784678867108526,0.0125672701243013,0.0217250955723029,0.0117105882172161,1.073154472789487,1,20,"(0.9, 0.1)"
AG,虚值一档,-3.160287275657522,-0.0670072992916005,0.021202913990678,0.011344504567463,-5.906586655514501,1,20,"(0.9, 0.1)"
AG,平值期权,-3.120074874337288,-0.0768500205487839,0.0246308257474452,0.0134687060216173,-5.705820620439662,1,20,"(0.9, 0.1)"
AL,虚值一档,-0.2385665256038542,-0.0122843346259174,0.051492281219352,0.0929471349709568,-0.1321647475175635,1,20,"(0.9, 0.1)"
AL,平值期权,-0.064975813742083,-0.0037618327454813,0.0578958927765601,0.0942462344697324,-0.0399149394842879,1,20,"(0.9, 0.1)"
AU,虚值一档,0.2624123125959204,0.0076751219213494,0.0292483300246972,0.029991891720318,0.2559065627777647,1,20,"(0.9, 0.1)"
AU,平值期权,0.521028609244542,0.0160968997464523,0.030894464259442,0.0268456658205968,0.59960888487639,1,20,"(0.9, 0.1)"
B,虚值一档,-0.6213674879308969,-0.0157423516510875,0.0253350102103157,0.0115993804288266,-1.357171768585567,1,20,"(0.9, 0.1)"
B,平值期权,0.2434223675495114,0.0084653026167773,0.0347761904626762,0.0119630041684833,0.7076234779788241,1,20,"(0.9, 0.1)"
C,虚值一档,1.0693582708410578,0.0224564802481119,0.0209999593779264,0.0129701629820512,1.7313953787002017,1,20,"(0.9, 0.1)"
C,平值期权,1.268277161956531,0.0336901815420495,0.0265637374484271,0.0143487047050477,2.347959779965195,1,20,"(0.9, 0.1)"
CU,虚值一档,-0.5914592798759464,-0.0251085600544643,0.0424518828409128,0.0861154552885292,-0.2915685688514133,1,20,"(0.9, 0.1)"
CU,平值期权,-0.5137630961875514,-0.0260855914543191,0.0507735795892909,0.101410763761451,-0.2572270485574925,1,20,"(0.9, 0.1)"
I,虚值一档,-0.0344799701865844,-0.0031514882340119,0.0914005498542481,0.1360867878583412,-0.0231579294625752,1,20,"(0.9, 0.1)"
I,平值期权,0.0513299965856832,0.0050288768518164,0.0979715017791194,0.1113544759332465,0.0451609763296009,1,20,"(0.9, 0.1)"
L,虚值一档,-0.3633946493325062,-0.0181857855576127,0.0500441753642131,0.0902748610379663,-0.2014490562324368,1,20,"(0.9, 0.1)"
L,平值期权,0.0371659132317927,0.0020149810533173,0.0542158359126145,0.0905748628036638,0.0222465813465834,1,20,"(0.9, 0.1)"
M,虚值一档,-0.5839401041144485,-0.0229245741636449,0.0392584342163146,0.0728339087659726,-0.3147513919279744,1,20,"(0.9, 0.1)"
M,平值期权,-0.3509596675868298,-0.0149096420468392,0.0424824942118184,0.0634467335602545,-0.2349946358180868,1,20,"(0.9, 0.1)"
P,虚值一档,-1.048284403490993,-0.1168606558827066,0.1114780068209902,0.2100289769184569,-0.5564025383415424,1,20,"(0.9, 0.1)"
P,平值期权,-0.6355895201524785,-0.0554865182740589,0.0872992969751101,0.1349951409584346,-0.4110260404938826,1,20,"(0.9, 0.1)"
PG,虚值一档,0.5320217745865423,0.0372505982976004,0.0700170558367645,0.0484211496117837,0.7693042936042799,1,20,"(0.9, 0.1)"
PG,平值期权,0.8577752136279683,0.0630795786043046,0.0735385886676638,0.0456760894536849,1.3810196835757271,1,20,"(0.9, 0.1)"
PP,虚值一档,0.5321200990325826,0.0253059503266116,0.0475568398423945,0.0342623400161531,0.7385937538031858,1,20,"(0.9, 0.1)"
PP,平值期权,0.4195904378671478,0.024677772952739,0.0588139545748005,0.0518547820830557,0.4759015844134248,1,20,"(0.9, 0.1)"
RB,虚值一档,1.894256095300627,0.0479639495028248,0.0253207312473832,0.0042603808753646,11.258136515486983,1,20,"(0.9, 0.1)"
RB,平值期权,1.3218152472766609,0.0325526363189572,0.0246272210780028,0.0052152730010268,6.241789511795028,1,20,"(0.9, 0.1)"
RU,虚值一档,0.2539064629610541,0.0138350105453473,0.0544886112153411,0.0895072790443778,0.1545685523351445,1,20,"(0.9, 0.1)"
RU,平值期权,0.2939113075365265,0.0168443637446544,0.0573110435452065,0.091033585798704,0.1850346066989078,1,20,"(0.9, 0.1)"
SC,虚值一档,1.455975709655788,0.1314029346392295,0.0902507739434024,0.0627591681370806,2.0937647604285474,1,20,"(0.9, 0.1)"
SC,平值期权,1.551040763781152,0.1656910244637665,0.1068257058955964,0.0698742417595413,2.3712747400388263,1,20,"(0.9, 0.1)"
V,虚值一档,0.957756433850382,0.0545152883076603,0.0569197829227807,0.0411980618737208,1.3232488575496364,1,20,"(0.9, 0.1)"
V,平值期权,1.0588830633945094,0.0635593114108804,0.0600248635643727,0.0380811702882951,1.6690482705678935,1,20,"(0.9, 0.1)"
Y,虚值一档,-1.924675235444909,-0.0829873674112677,0.0431175950534243,0.047303949842582,-1.7543432987611582,1,20,"(0.9, 0.1)"
Y,平值期权,-1.6987339448561285,-0.0876966137748733,0.0516246902820916,0.0511297143936659,-1.7151790268114095,1,20,"(0.9, 0.1)"
ZN,虚值一档,-0.056210128625383,-0.0026895502314577,0.0478481422695619,0.0602372658268487,-0.0446492747394741,1,20,"(0.9, 0.1)"
ZN,平值期权,0.1658191382553245,0.0090326294745058,0.0544727802203239,0.0646634160886181,0.1396868588279812,1,20,"(0.9, 0.1)"
A,虚值一档,0.1174003139656292,0.004160621683054,0.0354396129151077,0.0141100215325444,0.2948699740434573,3,20,"(0.9, 0.1)"
A,平值期权,1.236224910666062,0.0497207121450797,0.0402197947283644,0.0119300274330403,4.167694703482196,3,20,"(0.9, 0.1)"
AG,虚值一档,0.8716145022846375,0.0269595865743671,0.0309306310343642,0.0079098329770112,3.4083635713574907,3,20,"(0.9, 0.1)"
AG,平值期权,0.7151388519417268,0.0252580995036507,0.0353191543643176,0.0089109636527296,2.8344969733900176,3,20,"(0.9, 0.1)"
AL,虚值一档,0.1590648204797129,0.0130207040702057,0.0818578490890538,0.1065293823421178,0.1222264110045241,3,20,"(0.9, 0.1)"
AL,平值期权,0.2551384990070871,0.022410995346211,0.0878385482137236,0.1010552054503192,0.22176982616921,3,20,"(0.9, 0.1)"
AU,虚值一档,1.032232727025304,0.0382065449664963,0.0370134989583213,0.0262128045041822,1.4575527376477566,3,20,"(0.9, 0.1)"
AU,平值期权,1.1872407830346383,0.04781920784167,0.0402775987188059,0.0289902068706019,1.6494952262711184,3,20,"(0.9, 0.1)"
B,虚值一档,0.8057563417496701,0.0377148745525275,0.0468067982817623,0.0093650170362478,4.027208322905349,3,20,"(0.9, 0.1)"
B,平值期权,1.1020164097532317,0.0627001803331144,0.0568958681360784,0.0120000577912049,5.22498986455453,3,20,"(0.9, 0.1)"
