,quote_date,underlying_price,option_type,underlying_symbol,strike,underlying_main_sign,underlying_sub_sign,option_symbol,Product,bid,level_type
0,2021-01-04,3483.0,CALL,XDCE.M2105,3450.0,1,0,DCE.m2105-C-3450,M,141.0,ITM_0
1,2021-01-04,3483.0,CALL,XDCE.M2105,3550.0,1,0,DCE.m2105-C-3550,M,107.0,OTM_0
2,2021-01-04,3483.0,CALL,XDCE.M2105,3500.0,1,0,DCE.m2105-C-3500,M,122.0,ATM_0
3,2021-01-04,3483.0,CALL,XDCE.M2105,3400.0,1,0,DCE.m2105-C-3400,M,167.5,ITM_1
4,2021-01-04,3483.0,CALL,XDCE.M2105,3600.0,1,0,DCE.m2105-C-3600,M,94.0,OTM_1
5,2021-01-04,3483.0,CALL,XDCE.M2105,3350.0,1,0,DCE.m2105-C-3350,M,195.5,ITM_2
6,2021-01-04,3483.0,CALL,XDCE.M2105,3650.0,1,0,DCE.m2105-C-3650,M,85.0,OTM_2
7,2021-01-04,3483.0,PUT,XDCE.M2105,3550.0,1,0,DCE.m2105-P-3550,M,169.0,ITM_0
8,2021-01-04,3483.0,PUT,XDCE.M2105,3450.0,1,0,DCE.m2105-P-3450,M,103.0,OTM_0
9,2021-01-04,3483.0,PUT,XDCE.M2105,3500.0,1,0,DCE.m2105-P-3500,M,132.5,ATM_0
10,2021-01-04,3483.0,PUT,XDCE.M2105,3600.0,1,0,DCE.m2105-P-3600,M,206.0,ITM_1
11,2021-01-04,3483.0,PUT,XDCE.M2105,3400.0,1,0,DCE.m2105-P-3400,M,76.5,OTM_1
12,2021-01-04,3483.0,PUT,XDCE.M2105,3650.0,1,0,DCE.m2105-P-3650,M,242.0,ITM_2
13,2021-01-04,3483.0,PUT,XDCE.M2105,3350.0,1,0,DCE.m2105-P-3350,M,57.0,OTM_2
14,2021-01-05,3483.0,CALL,XDCE.M2105,3450.0,1,0,DCE.m2105-C-3450,M,142.5,ITM_0
15,2021-01-05,3483.0,CALL,XDCE.M2105,3550.0,1,0,DCE.m2105-C-3550,M,108.0,OTM_0
16,2021-01-05,3483.0,CALL,XDCE.M2105,3500.0,1,0,DCE.m2105-C-3500,M,123.0,ATM_0
17,2021-01-05,3483.0,CALL,XDCE.M2105,3400.0,1,0,DCE.m2105-C-3400,M,165.0,ITM_1
